Down,Distance,Yardline,Optimal Choice
1,1,1,0
1,1,33,1
1,1,45,0
1,1,50,0
1,2,2,0
1,2,14,1
1,3,3,0
1,3,35,0
1,4,4,0
1,4,5,0
1,4,22,0
1,5,5,0
1,5,6,0
1,5,7,0
1,5,8,1
1,5,9,1
1,5,10,0
1,5,11,0
1,5,12,0
1,5,13,0
1,5,14,0
1,5,15,0
1,5,16,0
1,5,17,0
1,5,18,0
1,5,19,0
1,5,20,0
1,5,21,0
1,5,22,1
1,5,23,1
1,5,24,1
1,5,25,0
1,5,26,0
1,5,27,0
1,5,28,1
1,5,29,1
1,5,30,0
1,5,31,1
1,5,32,0
1,5,33,0
1,5,34,1
1,5,35,1
1,5,36,0
1,5,37,0
1,5,38,1
1,5,39,0
1,5,40,0
1,5,41,1
1,5,42,1
1,5,43,1
1,5,44,1
1,5,45,1
1,5,46,0
1,5,47,1
1,5,48,0
1,5,49,1
1,5,50,1
1,5,51,1
1,5,52,1
1,5,53,1
1,5,54,0
1,5,55,1
1,5,56,1
1,5,57,0
1,5,58,0
1,5,59,0
1,5,60,1
1,5,61,1
1,5,62,0
1,5,63,0
1,5,64,0
1,5,65,0
1,5,66,0
1,5,67,0
1,5,68,0
1,5,69,0
1,5,70,1
1,5,71,1
1,5,72,1
1,5,73,1
1,5,74,0
1,5,75,0
1,5,77,0
1,5,78,0
1,5,79,0
1,5,80,0
1,5,81,0
1,5,82,1
1,5,83,1
1,5,84,0
1,5,85,1
1,5,86,0
1,5,87,0
1,5,88,0
1,5,89,1
1,5,90,0
1,5,91,0
1,5,93,0
1,5,94,0
1,6,6,0
1,6,17,2
1,6,55,0
1,7,7,0
1,7,15,0
1,7,72,1
1,8,8,0
1,8,15,1
1,8,19,1
1,8,39,1
1,8,51,0
1,8,56,0
1,8,63,1
1,8,68,1
1,8,70,0
1,8,90,0
1,9,9,0
1,9,16,0
1,9,31,1
1,9,44,0
1,9,55,1
1,9,96,1
1,10,10,0
1,10,11,0
1,10,12,0
1,10,13,0
1,10,14,0
1,10,15,0
1,10,16,0
1,10,17,0
1,10,18,0
1,10,19,0
1,10,20,0
1,10,21,0
1,10,22,0
1,10,23,0
1,10,24,0
1,10,25,0
1,10,26,0
1,10,27,0
1,10,28,0
1,10,29,0
1,10,30,1
1,10,31,0
1,10,32,1
1,10,33,0
1,10,34,1
1,10,35,0
1,10,36,0
1,10,37,0
1,10,38,0
1,10,39,1
1,10,40,1
1,10,41,0
1,10,42,1
1,10,43,1
1,10,44,1
1,10,45,1
1,10,46,1
1,10,47,1
1,10,48,1
1,10,49,1
1,10,50,1
1,10,51,1
1,10,52,1
1,10,53,1
1,10,54,1
1,10,55,1
1,10,56,1
1,10,57,1
1,10,58,1
1,10,59,1
1,10,60,0
1,10,61,1
1,10,62,1
1,10,63,1
1,10,64,1
1,10,65,1
1,10,66,0
1,10,67,1
1,10,68,0
1,10,69,0
1,10,70,1
1,10,71,0
1,10,72,1
1,10,73,0
1,10,74,0
1,10,75,1
1,10,76,1
1,10,77,1
1,10,78,1
1,10,79,0
1,10,80,0
1,10,81,1
1,10,82,1
1,10,83,0
1,10,84,0
1,10,85,0
1,10,86,0
1,10,87,0
1,10,88,0
1,10,89,0
1,10,90,0
1,10,91,0
1,10,92,0
1,10,93,0
1,10,94,0
1,10,95,0
1,10,96,0
1,10,97,0
1,10,98,0
1,10,99,0
1,11,11,1
1,11,13,1
1,11,45,0
1,11,51,1
1,11,62,0
1,11,63,0
1,11,64,1
1,11,91,0
1,11,98,1
1,11,99,0
1,12,12,0
1,12,40,1
1,12,43,1
1,12,46,0
1,12,54,0
1,12,61,1
1,12,74,1
1,12,77,1
1,12,94,1
1,12,95,1
1,12,97,1
1,12,98,0
1,12,99,0
1,13,13,1
1,13,24,1
1,13,25,0
1,13,33,1
1,13,35,1
1,13,36,0
1,13,42,0
1,13,45,1
1,13,61,1
1,13,66,1
1,13,70,1
1,13,71,1
1,13,78,1
1,13,86,0
1,13,89,1
1,13,96,0
1,13,97,0
1,13,98,0
1,14,14,1
1,14,15,1
1,14,20,1
1,14,22,0
1,14,27,1
1,14,30,1
1,14,40,0
1,14,43,0
1,14,52,0
1,14,55,0
1,14,60,1
1,14,61,0
1,14,65,1
1,14,71,1
1,14,79,0
1,14,82,0
1,14,85,0
1,14,92,1
1,14,93,1
1,14,95,1
1,14,96,0
1,15,15,1
1,15,16,1
1,15,17,1
1,15,18,1
1,15,19,0
1,15,20,1
1,15,21,0
1,15,22,1
1,15,23,0
1,15,24,1
1,15,25,1
1,15,26,0
1,15,27,1
1,15,28,1
1,15,29,1
1,15,30,1
1,15,31,0
1,15,32,1
1,15,33,1
1,15,34,0
1,15,35,1
1,15,36,1
1,15,37,1
1,15,38,1
1,15,39,1
1,15,40,1
1,15,41,1
1,15,42,1
1,15,43,1
1,15,44,1
1,15,45,1
1,15,46,1
1,15,47,1
1,15,48,0
1,15,49,1
1,15,50,1
1,15,51,1
1,15,52,1
1,15,53,1
1,15,54,1
1,15,55,1
1,15,56,0
1,15,57,1
1,15,58,1
1,15,59,1
1,15,60,1
1,15,61,1
1,15,62,1
1,15,63,1
1,15,64,1
1,15,65,1
1,15,66,1
1,15,67,1
1,15,68,1
1,15,69,1
1,15,70,1
1,15,71,1
1,15,72,1
1,15,73,1
1,15,74,1
1,15,75,1
1,15,76,1
1,15,77,1
1,15,78,1
1,15,79,1
1,15,80,1
1,15,81,0
1,15,82,0
1,15,83,1
1,15,84,1
1,15,85,1
1,15,86,1
1,15,87,1
1,15,88,0
1,15,89,1
1,15,90,0
1,15,91,0
1,15,92,1
1,15,93,0
1,15,94,1
1,15,95,1
1,15,96,1
1,16,16,1
1,16,18,0
1,16,21,1
1,16,22,0
1,16,28,0
1,16,31,0
1,16,34,1
1,16,39,1
1,16,40,0
1,16,42,1
1,16,49,1
1,16,50,1
1,16,51,0
1,16,54,1
1,16,55,0
1,16,58,1
1,16,59,0
1,16,61,1
1,16,65,0
1,16,66,1
1,16,68,1
1,16,69,1
1,16,70,1
1,16,71,1
1,16,72,0
1,16,73,1
1,16,75,1
1,16,76,1
1,16,81,1
1,16,83,0
1,16,90,0
1,16,91,1
1,16,92,0
1,16,93,1
1,16,94,0
1,16,98,1
1,17,17,1
1,17,18,1
1,17,20,1
1,17,22,1
1,17,24,1
1,17,27,1
1,17,28,1
1,17,30,1
1,17,35,1
1,17,38,1
1,17,41,1
1,17,42,1
1,17,43,0
1,17,46,0
1,17,48,1
1,17,49,1
1,17,50,0
1,17,53,0
1,17,55,1
1,17,56,1
1,17,57,1
1,17,58,1
1,17,59,1
1,17,60,1
1,17,63,0
1,17,65,0
1,17,66,0
1,17,68,1
1,17,69,1
1,17,70,0
1,17,71,0
1,17,72,1
1,17,74,0
1,17,75,1
1,17,79,1
1,17,82,0
1,17,84,1
1,17,86,0
1,17,88,1
1,17,89,0
1,17,92,1
1,17,93,0
1,18,18,1
1,18,20,1
1,18,21,0
1,18,26,1
1,18,27,1
1,18,29,0
1,18,31,1
1,18,32,1
1,18,33,1
1,18,35,0
1,18,36,0
1,18,38,0
1,18,41,1
1,18,42,1
1,18,43,1
1,18,45,1
1,18,46,1
1,18,48,1
1,18,49,1
1,18,50,1
1,18,54,0
1,18,55,1
1,18,56,0
1,18,59,1
1,18,60,1
1,18,61,1
1,18,62,0
1,18,63,1
1,18,64,0
1,18,65,1
1,18,67,1
1,18,68,1
1,18,69,1
1,18,70,1
1,18,71,1
1,18,75,1
1,18,77,1
1,18,79,1
1,18,80,1
1,18,81,0
1,18,83,1
1,18,84,0
1,18,85,0
1,18,87,1
1,18,88,1
1,18,90,0
1,18,91,1
1,18,92,1
1,18,93,1
1,19,19,1
1,19,20,1
1,19,22,0
1,19,23,1
1,19,25,0
1,19,28,1
1,19,34,0
1,19,35,1
1,19,37,1
1,19,39,1
1,19,42,1
1,19,43,1
1,19,47,0
1,19,49,1
1,19,50,1
1,19,51,0
1,19,53,1
1,19,57,0
1,19,58,1
1,19,60,1
1,19,61,0
1,19,63,1
1,19,68,1
1,19,69,1
1,19,71,0
1,19,72,1
1,19,73,1
1,19,75,1
1,19,78,1
1,19,79,1
1,19,83,0
1,19,84,1
1,19,85,1
1,19,87,1
1,19,88,0
1,19,89,1
1,19,90,0
1,19,91,1
1,20,20,1
1,20,21,1
1,20,22,1
1,20,23,1
1,20,24,1
1,20,25,1
1,20,26,1
1,20,27,1
1,20,28,1
1,20,29,1
1,20,30,1
1,20,31,1
1,20,32,1
1,20,33,1
1,20,34,1
1,20,35,1
1,20,36,1
1,20,37,1
1,20,38,1
1,20,39,1
1,20,40,1
1,20,41,1
1,20,42,1
1,20,43,1
1,20,44,1
1,20,45,1
1,20,46,1
1,20,47,1
1,20,48,1
1,20,49,1
1,20,50,1
1,20,51,1
1,20,52,1
1,20,53,1
1,20,54,1
1,20,55,1
1,20,56,1
1,20,57,1
1,20,58,1
1,20,59,1
1,20,60,1
1,20,61,0
1,20,62,1
1,20,63,1
1,20,64,1
1,20,65,1
1,20,66,1
1,20,67,1
1,20,68,1
1,20,69,1
1,20,70,1
1,20,71,1
1,20,72,1
1,20,73,1
1,20,74,1
1,20,75,1
1,20,76,1
1,20,77,1
1,20,78,1
1,20,79,1
1,20,80,1
1,20,81,1
1,20,82,1
1,20,83,1
1,20,84,1
1,20,85,1
1,20,86,1
1,20,87,1
1,20,88,1
1,20,89,0
1,20,90,1
1,20,91,0
1,20,92,1
1,20,93,1
1,20,97,0
1,21,35,1
1,21,52,1
1,21,60,1
1,21,77,0
1,21,86,0
1,21,88,0
1,21,90,1
1,21,97,0
1,22,22,0
1,22,48,1
1,22,73,1
1,22,79,1
1,22,87,0
1,23,25,1
1,23,66,1
1,23,68,0
1,23,76,1
1,23,82,1
1,23,83,1
1,23,87,0
1,23,95,1
1,24,25,0
1,24,28,0
1,24,35,1
1,24,38,1
1,24,76,0
1,24,82,1
1,24,89,0
1,25,25,0
1,25,26,1
1,25,27,1
1,25,29,1
1,25,30,1
1,25,31,1
1,25,32,1
1,25,34,1
1,25,35,1
1,25,36,1
1,25,39,1
1,25,40,1
1,25,41,1
1,25,43,1
1,25,45,1
1,25,46,1
1,25,47,1
1,25,48,1
1,25,49,1
1,25,50,1
1,25,51,1
1,25,52,0
1,25,55,1
1,25,56,1
1,25,57,1
1,25,58,1
1,25,61,0
1,25,62,1
1,25,64,1
1,25,65,1
1,25,66,0
1,25,67,1
1,25,68,1
1,25,69,0
1,25,70,1
1,25,72,1
1,25,73,1
1,25,74,1
1,25,75,1
1,25,76,0
1,25,77,1
1,25,78,0
1,25,79,1
1,25,80,1
1,25,81,1
1,25,82,1
1,25,83,0
1,25,84,0
1,25,85,0
1,25,86,0
1,25,89,0
1,25,90,1
1,25,92,1
1,25,94,1
1,25,95,1
1,26,57,0
1,26,76,1
1,26,86,1
1,26,91,0
1,27,35,0
1,27,92,1
1,28,72,1
1,29,32,1
1,29,82,1
1,30,31,1
1,30,36,0
1,30,44,1
1,30,49,1
1,30,50,1
1,30,53,1
1,30,60,0
1,30,69,1
1,30,73,1
1,30,74,0
1,30,76,1
1,30,79,1
1,30,82,1
1,30,85,1
1,30,90,0
1,31,72,0
1,32,58,1
1,34,61,1
1,34,86,1
1,35,59,1
1,40,73,1
2,1,1,0
2,1,2,0
2,1,3,0
2,1,4,0
2,1,5,0
2,1,6,0
2,1,7,0
2,1,8,0
2,1,9,0
2,1,10,0
2,1,11,0
2,1,12,0
2,1,13,0
2,1,14,0
2,1,15,0
2,1,16,0
2,1,17,0
2,1,18,0
2,1,19,0
2,1,20,0
2,1,21,0
2,1,22,0
2,1,23,0
2,1,24,0
2,1,25,0
2,1,26,0
2,1,27,0
2,1,28,0
2,1,29,0
2,1,30,0
2,1,31,0
2,1,32,0
2,1,33,0
2,1,34,0
2,1,35,0
2,1,36,0
2,1,37,0
2,1,38,0
2,1,39,0
2,1,40,0
2,1,41,0
2,1,42,0
2,1,43,0
2,1,44,0
2,1,45,0
2,1,46,0
2,1,47,0
2,1,48,0
2,1,49,0
2,1,50,0
2,1,51,0
2,1,52,0
2,1,53,0
2,1,54,0
2,1,55,0
2,1,56,0
2,1,57,0
2,1,58,0
2,1,59,0
2,1,60,0
2,1,61,0
2,1,62,0
2,1,63,0
2,1,64,0
2,1,65,0
2,1,66,0
2,1,67,0
2,1,68,0
2,1,69,0
2,1,70,0
2,1,71,0
2,1,72,0
2,1,73,0
2,1,74,0
2,1,75,0
2,1,76,1
2,1,77,0
2,1,78,0
2,1,79,0
2,1,80,0
2,1,81,0
2,1,82,0
2,1,83,1
2,1,84,0
2,1,85,1
2,1,86,0
2,1,87,0
2,1,88,0
2,1,89,0
2,1,90,0
2,2,2,0
2,2,3,0
2,2,4,0
2,2,5,0
2,2,6,0
2,2,7,0
2,2,8,1
2,2,9,0
2,2,10,0
2,2,11,0
2,2,12,0
2,2,13,0
2,2,14,0
2,2,15,0
2,2,16,0
2,2,17,0
2,2,18,0
2,2,19,0
2,2,20,0
2,2,21,0
2,2,22,0
2,2,23,0
2,2,24,0
2,2,25,0
2,2,26,0
2,2,27,0
2,2,28,1
2,2,29,0
2,2,30,0
2,2,31,0
2,2,32,1
2,2,33,0
2,2,34,0
2,2,35,0
2,2,36,0
2,2,37,0
2,2,38,0
2,2,39,0
2,2,40,0
2,2,41,0
2,2,42,0
2,2,43,0
2,2,44,0
2,2,45,0
2,2,46,0
2,2,47,0
2,2,48,0
2,2,49,0
2,2,50,0
2,2,51,0
2,2,52,0
2,2,53,0
2,2,54,0
2,2,55,0
2,2,56,0
2,2,57,0
2,2,58,0
2,2,59,0
2,2,60,0
2,2,61,0
2,2,62,0
2,2,63,0
2,2,64,0
2,2,65,0
2,2,66,0
2,2,67,0
2,2,68,0
2,2,69,0
2,2,70,0
2,2,71,0
2,2,72,0
2,2,73,0
2,2,74,0
2,2,75,0
2,2,76,0
2,2,77,0
2,2,78,0
2,2,79,0
2,2,80,0
2,2,81,0
2,2,82,0
2,2,83,0
2,2,84,0
2,2,85,0
2,2,86,0
2,2,87,0
2,2,88,1
2,2,89,1
2,2,90,0
2,2,91,0
2,3,3,1
2,3,4,0
2,3,5,0
2,3,6,0
2,3,7,0
2,3,8,0
2,3,9,0
2,3,10,0
2,3,11,0
2,3,12,0
2,3,13,0
2,3,14,0
2,3,15,0
2,3,16,0
2,3,17,0
2,3,18,0
2,3,19,0
2,3,20,0
2,3,21,0
2,3,22,0
2,3,23,0
2,3,24,0
2,3,25,0
2,3,26,0
2,3,27,0
2,3,28,0
2,3,29,0
2,3,30,0
2,3,31,0
2,3,32,0
2,3,33,0
2,3,34,0
2,3,35,0
2,3,36,0
2,3,37,0
2,3,38,1
2,3,39,0
2,3,40,0
2,3,41,0
2,3,42,0
2,3,43,0
2,3,44,0
2,3,45,0
2,3,46,0
2,3,47,0
2,3,48,0
2,3,49,0
2,3,50,0
2,3,51,0
2,3,52,0
2,3,53,1
2,3,54,0
2,3,55,0
2,3,56,0
2,3,57,0
2,3,58,0
2,3,59,1
2,3,60,0
2,3,61,0
2,3,62,0
2,3,63,0
2,3,64,1
2,3,65,0
2,3,66,0
2,3,67,0
2,3,68,0
2,3,69,0
2,3,70,0
2,3,71,0
2,3,72,1
2,3,73,0
2,3,74,0
2,3,75,0
2,3,76,0
2,3,77,0
2,3,78,0
2,3,79,1
2,3,80,0
2,3,81,0
2,3,82,0
2,3,83,0
2,3,84,1
2,3,85,0
2,3,86,0
2,3,87,0
2,3,88,0
2,3,89,0
2,3,90,0
2,3,91,0
2,3,92,0
2,4,4,1
2,4,5,0
2,4,6,0
2,4,7,0
2,4,8,0
2,4,9,0
2,4,10,0
2,4,11,1
2,4,12,0
2,4,13,0
2,4,14,0
2,4,15,0
2,4,16,0
2,4,17,1
2,4,18,0
2,4,19,0
2,4,20,0
2,4,21,0
2,4,22,0
2,4,23,0
2,4,24,0
2,4,25,0
2,4,26,0
2,4,27,0
2,4,28,0
2,4,29,0
2,4,30,0
2,4,31,1
2,4,32,0
2,4,33,0
2,4,34,0
2,4,35,0
2,4,36,1
2,4,37,1
2,4,38,0
2,4,39,0
2,4,40,1
2,4,41,0
2,4,42,0
2,4,43,0
2,4,44,0
2,4,45,0
2,4,46,0
2,4,47,0
2,4,48,0
2,4,49,0
2,4,50,0
2,4,51,0
2,4,52,0
2,4,53,0
2,4,54,0
2,4,55,0
2,4,56,1
2,4,57,0
2,4,58,1
2,4,59,0
2,4,60,0
2,4,61,1
2,4,62,0
2,4,63,1
2,4,64,0
2,4,65,1
2,4,66,0
2,4,67,0
2,4,68,0
2,4,69,0
2,4,70,0
2,4,71,1
2,4,72,0
2,4,73,1
2,4,74,0
2,4,75,0
2,4,76,0
2,4,77,0
2,4,78,1
2,4,79,0
2,4,80,1
2,4,81,1
2,4,82,1
2,4,83,1
2,4,84,0
2,4,85,0
2,4,86,0
2,4,87,0
2,4,88,1
2,4,89,0
2,4,90,0
2,4,91,0
2,4,92,0
2,4,93,0
2,5,5,1
2,5,6,0
2,5,7,0
2,5,8,0
2,5,9,0
2,5,10,1
2,5,11,0
2,5,12,1
2,5,13,0
2,5,14,0
2,5,15,0
2,5,16,0
2,5,17,0
2,5,18,1
2,5,19,0
2,5,20,1
2,5,21,1
2,5,22,0
2,5,23,0
2,5,24,0
2,5,25,1
2,5,26,1
2,5,27,0
2,5,28,1
2,5,29,1
2,5,30,0
2,5,31,0
2,5,32,0
2,5,33,0
2,5,34,1
2,5,35,1
2,5,36,0
2,5,37,1
2,5,38,1
2,5,39,0
2,5,40,0
2,5,41,0
2,5,42,0
2,5,43,0
2,5,44,1
2,5,45,1
2,5,46,1
2,5,47,1
2,5,48,1
2,5,49,0
2,5,50,1
2,5,51,1
2,5,52,0
2,5,53,1
2,5,54,1
2,5,55,1
2,5,56,1
2,5,57,1
2,5,58,1
2,5,59,1
2,5,60,1
2,5,61,0
2,5,62,0
2,5,63,1
2,5,64,1
2,5,65,1
2,5,66,0
2,5,67,1
2,5,68,1
2,5,69,1
2,5,70,1
2,5,71,1
2,5,72,1
2,5,73,1
2,5,74,0
2,5,75,1
2,5,76,1
2,5,77,1
2,5,78,1
2,5,79,0
2,5,80,0
2,5,81,0
2,5,82,1
2,5,83,1
2,5,84,1
2,5,85,0
2,5,86,0
2,5,87,0
2,5,88,0
2,5,89,1
2,5,90,0
2,5,91,0
2,5,92,1
2,5,93,0
2,5,94,1
2,6,6,1
2,6,7,1
2,6,8,0
2,6,9,1
2,6,10,0
2,6,11,1
2,6,12,1
2,6,13,0
2,6,14,1
2,6,15,1
2,6,16,0
2,6,17,0
2,6,18,1
2,6,19,1
2,6,20,1
2,6,21,1
2,6,22,1
2,6,23,0
2,6,24,1
2,6,25,1
2,6,26,0
2,6,27,0
2,6,28,1
2,6,29,1
2,6,30,1
2,6,31,0
2,6,32,1
2,6,33,1
2,6,34,1
2,6,35,1
2,6,36,1
2,6,37,0
2,6,38,1
2,6,39,1
2,6,40,1
2,6,41,1
2,6,42,1
2,6,43,1
2,6,44,1
2,6,45,1
2,6,46,1
2,6,47,1
2,6,48,1
2,6,49,1
2,6,50,0
2,6,51,1
2,6,52,1
2,6,53,1
2,6,54,1
2,6,55,1
2,6,56,1
2,6,57,1
2,6,58,1
2,6,59,1
2,6,60,1
2,6,61,1
2,6,62,1
2,6,63,1
2,6,64,1
2,6,65,1
2,6,66,1
2,6,67,1
2,6,68,1
2,6,69,1
2,6,70,1
2,6,71,1
2,6,72,1
2,6,73,1
2,6,74,1
2,6,75,1
2,6,76,1
2,6,77,0
2,6,78,1
2,6,79,1
2,6,80,1
2,6,81,1
2,6,82,1
2,6,83,1
2,6,84,1
2,6,85,1
2,6,86,1
2,6,87,1
2,6,88,1
2,6,89,0
2,6,90,0
2,6,91,1
2,6,92,0
2,6,93,0
2,6,94,1
2,6,95,1
2,7,7,1
2,7,8,1
2,7,9,1
2,7,10,1
2,7,11,1
2,7,12,1
2,7,13,1
2,7,14,1
2,7,15,1
2,7,16,0
2,7,17,1
2,7,18,1
2,7,19,1
2,7,20,1
2,7,21,1
2,7,22,1
2,7,23,1
2,7,24,1
2,7,25,1
2,7,26,1
2,7,27,1
2,7,28,1
2,7,29,1
2,7,30,1
2,7,31,1
2,7,32,1
2,7,33,1
2,7,34,1
2,7,35,1
2,7,36,1
2,7,37,1
2,7,38,1
2,7,39,1
2,7,40,1
2,7,41,1
2,7,42,0
2,7,43,1
2,7,44,1
2,7,45,1
2,7,46,1
2,7,47,1
2,7,48,1
2,7,49,1
2,7,50,1
2,7,51,1
2,7,52,1
2,7,53,1
2,7,54,1
2,7,55,1
2,7,56,1
2,7,57,1
2,7,58,1
2,7,59,1
2,7,60,1
2,7,61,1
2,7,62,1
2,7,63,1
2,7,64,1
2,7,65,1
2,7,66,1
2,7,67,1
2,7,68,1
2,7,69,1
2,7,70,1
2,7,71,1
2,7,72,1
2,7,73,1
2,7,74,1
2,7,75,1
2,7,76,1
2,7,77,1
2,7,78,1
2,7,79,1
2,7,80,1
2,7,81,1
2,7,82,1
2,7,83,1
2,7,84,1
2,7,85,1
2,7,86,1
2,7,87,1
2,7,88,1
2,7,89,1
2,7,90,1
2,7,91,1
2,7,92,0
2,7,93,1
2,7,94,1
2,7,95,1
2,7,96,1
2,8,8,1
2,8,9,1
2,8,10,1
2,8,11,1
2,8,12,1
2,8,13,1
2,8,14,1
2,8,15,1
2,8,16,1
2,8,17,1
2,8,18,1
2,8,19,1
2,8,20,1
2,8,21,1
2,8,22,0
2,8,23,1
2,8,24,1
2,8,25,1
2,8,26,1
2,8,27,1
2,8,28,1
2,8,29,1
2,8,30,1
2,8,31,1
2,8,32,1
2,8,33,1
2,8,34,1
2,8,35,1
2,8,36,1
2,8,37,1
2,8,38,1
2,8,39,1
2,8,40,1
2,8,41,1
2,8,42,1
2,8,43,1
2,8,44,1
2,8,45,1
2,8,46,1
2,8,47,1
2,8,48,1
2,8,49,1
2,8,50,1
2,8,51,1
2,8,52,1
2,8,53,1
2,8,54,1
2,8,55,1
2,8,56,1
2,8,57,1
2,8,58,1
2,8,59,1
2,8,60,1
2,8,61,1
2,8,62,1
2,8,63,1
2,8,64,1
2,8,65,1
2,8,66,1
2,8,67,1
2,8,68,1
2,8,69,1
2,8,70,1
2,8,71,1
2,8,72,1
2,8,73,1
2,8,74,1
2,8,75,1
2,8,76,1
2,8,77,1
2,8,78,1
2,8,79,1
2,8,80,1
2,8,81,1
2,8,82,1
2,8,83,1
2,8,84,1
2,8,85,1
2,8,86,1
2,8,87,1
2,8,88,1
2,8,89,1
2,8,90,1
2,8,91,1
2,8,92,0
2,8,93,1
2,8,94,1
2,8,95,1
2,8,96,1
2,8,97,1
2,9,9,1
2,9,10,1
2,9,11,1
2,9,12,1
2,9,13,1
2,9,14,1
2,9,15,1
2,9,16,0
2,9,17,1
2,9,18,1
2,9,19,1
2,9,20,1
2,9,21,1
2,9,22,1
2,9,23,1
2,9,24,1
2,9,25,1
2,9,26,1
2,9,27,1
